activity_id,lead_id,channel,attempt_number,activity_date,response_received,response_type,meeting_booked
A004703,L0555,LinkedIn,3,2024-09-18,No,No Response,No
A004704,L0555,Cold Call,3,2024-10-28,No,No Response,No
A004705,L0555,Email,4,2024-10-31,No,No Response,No
A004706,L0555,LinkedIn,4,2024-09-14,No,No Response,No
A004707,L0555,Cold Call,4,2024-09-11,No,No Response,No
A004708,L0555,Email,5,2024-09-05,No,No Response,No
A004709,L0555,LinkedIn,5,2024-10-08,No,No Response,No
A004710,L0555,Cold Call,5,2024-10-17,No,No Response,No
A004711,L0556,Email,1,2024-09-09,No,No Response,No
A004712,L0556,LinkedIn,1,2024-09-03,No,No Response,No
A004713,L0556,Cold Call,1,2024-10-30,No,No Response,No
A004714,L0556,Email,2,2024-09-26,No,No Response,No
A004715,L0556,LinkedIn,2,2024-10-24,No,No Response,No
A004716,L0556,Cold Call,2,2024-09-08,No,No Response,No
A004717,L0556,Email,3,2024-10-12,No,No Response,No
A004718,L0556,LinkedIn,3,2024-09-14,No,No Response,No
A004719,L0556,Cold Call,3,2024-10-09,No,No Response,No
A004720,L0556,Email,4,2024-09-19,No,No Response,No
A004721,L0556,LinkedIn,4,2024-09-25,Yes,Interested,No
A004722,L0557,Email,1,2024-10-20,No,No Response,No
A004723,L0557,LinkedIn,1,2024-10-22,No,No Response,No
A004724,L0557,Cold Call,1,2024-09-16,No,No Response,No
A004725,L0557,Email,2,2024-09-07,No,No Response,No
A004726,L0557,LinkedIn,2,2024-09-13,No,No Response,No
A004727,L0557,Cold Call,2,2024-09-28,No,No Response,No
A004728,L0557,Email,3,2024-10-12,No,No Response,No
A004729,L0557,LinkedIn,3,2024-09-13,No,No Response,No
A004730,L0557,Cold Call,3,2024-09-24,No,No Response,No
A004731,L0557,Email,4,2024-10-15,No,No Response,No
A004732,L0557,LinkedIn,4,2024-09-06,No,No Response,No
A004733,L0557,Cold Call,4,2024-09-05,No,No Response,No
A004734,L0557,Email,5,2024-09-04,Yes,Interested,No
A004735,L0558,Email,1,2024-10-15,No,No Response,No
A004736,L0558,LinkedIn,1,2024-09-04,No,No Response,No
A004737,L0558,Cold Call,1,2024-09-15,No,No Response,No
A004738,L0558,Email,2,2024-10-06,No,No Response,No
A004739,L0558,LinkedIn,2,2024-09-04,No,No Response,No
A004740,L0558,Cold Call,2,2024-09-17,No,No Response,No
A004741,L0558,Email,3,2024-09-11,Yes,Not Now,No
A004742,L0559,Email,1,2024-09-30,No,No Response,No
A004743,L0559,LinkedIn,1,2024-09-11,No,No Response,No
A004744,L0559,Cold Call,1,2024-09-13,No,No Response,No
A004745,L0559,Email,2,2024-10-30,No,No Response,No
A004746,L0559,LinkedIn,2,2024-09-10,No,No Response,No
A004747,L0559,Cold Call,2,2024-10-04,No,No Response,No
A004748,L0559,Email,3,2024-10-19,No,No Response,No
A004749,L0559,LinkedIn,3,2024-10-11,Yes,Interested,No
A004750,L0560,Email,1,2024-09-12,No,No Response,No
A004751,L0560,LinkedIn,1,2024-10-29,No,No Response,No
A004752,L0560,Cold Call,1,2024-09-30,No,No Response,No
A004753,L0560,Email,2,2024-10-22,No,No Response,No
A004754,L0560,LinkedIn,2,2024-10-01,Yes,Interested,No
A004755,L0561,Email,1,2024-10-21,No,No Response,No
A004756,L0561,LinkedIn,1,2024-09-13,Yes,Not Now,No
A004757,L0562,Email,1,2024-09-14,No,No Response,No
A004758,L0562,LinkedIn,1,2024-09-14,No,No Response,No
A004759,L0562,Cold Call,1,2024-10-05,No,No Response,No
A004760,L0562,Email,2,2024-09-15,No,No Response,No
A004761,L0562,LinkedIn,2,2024-10-08,No,No Response,No
A004762,L0562,Cold Call,2,2024-09-29,No,No Response,No
A004763,L0562,Email,3,2024-10-25,No,No Response,No
A004764,L0562,LinkedIn,3,2024-09-10,No,No Response,No
A004765,L0562,Cold Call,3,2024-09-24,Yes,Not Now,No
A004766,L0563,Email,1,2024-10-31,No,No Response,No
A004767,L0563,LinkedIn,1,2024-10-23,No,No Response,No
A004768,L0563,Cold Call,1,2024-10-23,No,No Response,No
A004769,L0563,Email,2,2024-10-11,Yes,Interested,No
A004770,L0564,Email,1,2024-09-27,No,No Response,No
A004771,L0564,LinkedIn,1,2024-09-01,No,No Response,No
A004772,L0564,Cold Call,1,2024-09-05,No,No Response,No
A004773,L0564,Email,2,2024-10-13,No,No Response,No
A004774,L0564,LinkedIn,2,2024-09-29,No,No Response,No
A004775,L0564,Cold Call,2,2024-10-27,No,No Response,No
A004776,L0564,Email,3,2024-09-02,No,No Response,No
A004777,L0564,LinkedIn,3,2024-10-26,No,No Response,No
A004778,L0564,Cold Call,3,2024-10-03,No,No Response,No
A004779,L0564,Email,4,2024-09-27,No,No Response,No
A004780,L0564,LinkedIn,4,2024-10-06,No,No Response,No
A004781,L0564,Cold Call,4,2024-09-23,No,No Response,No
A004782,L0564,Email,5,2024-10-10,No,No Response,No
A004783,L0564,LinkedIn,5,2024-09-12,No,No Response,No
A004784,L0564,Cold Call,5,2024-09-28,No,No Response,No
A004785,L0565,Email,1,2024-09-07,No,No Response,No
A004786,L0565,LinkedIn,1,2024-10-01,No,No Response,No
A004787,L0565,Cold Call,1,2024-09-27,No,No Response,No
A004788,L0565,Email,2,2024-10-20,No,No Response,No
A004789,L0565,LinkedIn,2,2024-10-08,Yes,Interested,Yes
A004790,L0566,Email,1,2024-09-10,No,No Response,No
A004791,L0566,LinkedIn,1,2024-10-15,No,No Response,No
A004792,L0566,Cold Call,1,2024-09-11,No,No Response,No
A004793,L0566,Email,2,2024-09-18,No,No Response,No
A004794,L0566,LinkedIn,2,2024-10-28,No,No Response,No
A004795,L0566,Cold Call,2,2024-09-22,No,No Response,No
A004796,L0566,Email,3,2024-10-05,No,No Response,No
A004797,L0566,LinkedIn,3,2024-10-19,No,No Response,No
A004798,L0566,Cold Call,3,2024-10-12,No,No Response,No
A004799,L0566,Email,4,2024-10-09,No,No Response,No
A004800,L0566,LinkedIn,4,2024-09-03,No,No Response,No
A004801,L0566,Cold Call,4,2024-10-19,No,No Response,No
A004802,L0566,Email,5,2024-10-23,No,No Response,No
A004803,L0566,LinkedIn,5,2024-10-11,Yes,Not Now,No
A004804,L0567,Email,1,2024-09-23,Yes,Not Now,No
A004805,L0568,Email,1,2024-10-25,No,No Response,No
A004806,L0568,LinkedIn,1,2024-10-30,Yes,Interested,Yes
A004807,L0569,Email,1,2024-09-22,No,No Response,No
A004808,L0569,LinkedIn,1,2024-09-11,No,No Response,No
A004809,L0569,Cold Call,1,2024-09-02,No,No Response,No
A004810,L0569,Email,2,2024-09-10,No,No Response,No
A004811,L0569,LinkedIn,2,2024-10-07,No,No Response,No
A004812,L0569,Cold Call,2,2024-10-16,No,No Response,No
A004813,L0569,Email,3,2024-10-19,No,No Response,No
A004814,L0569,LinkedIn,3,2024-10-26,No,No Response,No
A004815,L0569,Cold Call,3,2024-10-28,No,No Response,No
A004816,L0569,Email,4,2024-10-31,No,No Response,No
A004817,L0569,LinkedIn,4,2024-09-18,No,No Response,No
A004818,L0569,Cold Call,4,2024-09-23,No,No Response,No
A004819,L0569,Email,5,2024-10-01,Yes,Not Now,No
A004820,L0570,Email,1,2024-10-02,No,No Response,No
A004821,L0570,LinkedIn,1,2024-09-18,No,No Response,No
A004822,L0570,Cold Call,1,2024-09-18,No,No Response,No
A004823,L0570,Email,2,2024-10-01,No,No Response,No
A004824,L0570,LinkedIn,2,2024-09-26,No,No Response,No
A004825,L0570,Cold Call,2,2024-09-27,No,No Response,No
A004826,L0570,Email,3,2024-10-11,No,No Response,No
A004827,L0570,LinkedIn,3,2024-10-30,No,No Response,No
A004828,L0570,Cold Call,3,2024-10-11,No,No Response,No
A004829,L0570,Email,4,2024-10-26,No,No Response,No
A004830,L0570,LinkedIn,4,2024-09-25,No,No Response,No
A004831,L0570,Cold Call,4,2024-09-22,No,No Response,No
A004832,L0570,Email,5,2024-09-17,No,No Response,No
A004833,L0570,LinkedIn,5,2024-10-27,No,No Response,No
A004834,L0570,Cold Call,5,2024-10-01,No,No Response,No
A004835,L0571,Email,1,2024-09-28,No,No Response,No
A004836,L0571,LinkedIn,1,2024-10-30,No,No Response,No
A004837,L0571,Cold Call,1,2024-10-08,No,No Response,No
A004838,L0571,Email,2,2024-10-20,No,No Response,No
A004839,L0571,LinkedIn,2,2024-10-29,Yes,Interested,No
A004840,L0572,Email,1,2024-10-13,Yes,Not Now,No
A004841,L0573,Email,1,2024-09-27,No,No Response,No
A004842,L0573,LinkedIn,1,2024-09-03,No,No Response,No
A004843,L0573,Cold Call,1,2024-10-01,No,No Response,No
A004844,L0573,Email,2,2024-09-26,No,No Response,No
A004845,L0573,LinkedIn,2,2024-09-26,No,No Response,No
A004846,L0573,Cold Call,2,2024-10-31,No,No Response,No
A004847,L0573,Email,3,2024-09-07,No,No Response,No
A004848,L0573,LinkedIn,3,2024-09-07,No,No Response,No
A004849,L0573,Cold Call,3,2024-10-29,No,No Response,No
A004850,L0573,Email,4,2024-09-12,No,No Response,No
A004851,L0573,LinkedIn,4,2024-09-30,No,No Response,No
A004852,L0573,Cold Call,4,2024-10-23,No,No Response,No
A004853,L0573,Email,5,2024-10-18,No,No Response,No
A004854,L0573,LinkedIn,5,2024-09-30,Yes,Not Now,No
A004855,L0574,Email,1,2024-10-24,No,No Response,No
A004856,L0574,LinkedIn,1,2024-10-31,No,No Response,No
A004857,L0574,Cold Call,1,2024-09-24,No,No Response,No
A004858,L0574,Email,2,2024-09-15,No,No Response,No
A004859,L0574,LinkedIn,2,2024-10-09,No,No Response,No
A004860,L0574,Cold Call,2,2024-10-19,Yes,Not Now,No
A004861,L0575,Email,1,2024-10-03,No,No Response,No
A004862,L0575,LinkedIn,1,2024-10-22,No,No Response,No
A004863,L0575,Cold Call,1,2024-09-19,No,No Response,No
A004864,L0575,Email,2,2024-09-21,No,No Response,No
A004865,L0575,LinkedIn,2,2024-09-25,Yes,Not Now,No
A004866,L0576,Email,1,2024-09-17,No,No Response,No
A004867,L0576,LinkedIn,1,2024-10-12,No,No Response,No
A004868,L0576,Cold Call,1,2024-10-09,No,No Response,No
A004869,L0576,Email,2,2024-09-05,No,No Response,No
A004870,L0576,LinkedIn,2,2024-10-19,No,No Response,No
A004871,L0576,Cold Call,2,2024-10-15,No,No Response,No
A004872,L0576,Email,3,2024-10-26,No,No Response,No
A004873,L0576,LinkedIn,3,2024-10-14,No,No Response,No
A004874,L0576,Cold Call,3,2024-09-29,No,No Response,No
A004875,L0576,Email,4,2024-09-19,No,No Response,No
A004876,L0576,LinkedIn,4,2024-10-17,Yes,Interested,No
A004877,L0577,Email,1,2024-10-25,No,No Response,No
A004878,L0577,LinkedIn,1,2024-10-24,No,No Response,No
A004879,L0577,Cold Call,1,2024-10-21,No,No Response,No
A004880,L0577,Email,2,2024-10-03,No,No Response,No
A004881,L0577,LinkedIn,2,2024-10-02,No,No Response,No
A004882,L0577,Cold Call,2,2024-09-18,No,No Response,No
A004883,L0577,Email,3,2024-10-28,No,No Response,No
A004884,L0577,LinkedIn,3,2024-10-10,Yes,Interested,Yes
A004885,L0578,Email,1,2024-10-11,No,No Response,No
A004886,L0578,LinkedIn,1,2024-09-06,No,No Response,No
A004887,L0578,Cold Call,1,2024-10-29,No,No Response,No
A004888,L0578,Email,2,2024-10-28,No,No Response,No
A004889,L0578,LinkedIn,2,2024-09-14,No,No Response,No
A004890,L0578,Cold Call,2,2024-10-08,No,No Response,No
A004891,L0578,Email,3,2024-10-25,Yes,Not Now,No
A004892,L0579,Email,1,2024-10-17,No,No Response,No
A004893,L0579,LinkedIn,1,2024-10-26,No,No Response,No
A004894,L0579,Cold Call,1,2024-10-09,No,No Response,No
A004895,L0579,Email,2,2024-09-28,No,No Response,No
A004896,L0579,LinkedIn,2,2024-10-29,Yes,Interested,No
A004897,L0580,Email,1,2024-09-19,No,No Response,No
A004898,L0580,LinkedIn,1,2024-09-01,No,No Response,No
A004899,L0580,Cold Call,1,2024-10-22,No,No Response,No
A004900,L0580,Email,2,2024-10-10,No,No Response,No
A004901,L0580,LinkedIn,2,2024-09-04,No,No Response,No
A004902,L0580,Cold Call,2,2024-10-02,No,No Response,No
A004903,L0580,Email,3,2024-10-28,No,No Response,No
A004904,L0580,LinkedIn,3,2024-10-22,No,No Response,No
A004905,L0580,Cold Call,3,2024-10-02,No,No Response,No
A004906,L0580,Email,4,2024-09-12,No,No Response,No
A004907,L0580,LinkedIn,4,2024-09-12,No,No Response,No
A004908,L0580,Cold Call,4,2024-10-26,Yes,Interested,No
A004909,L0581,Email,1,2024-09-29,No,No Response,No
A004910,L0581,LinkedIn,1,2024-10-23,No,No Response,No
A004911,L0581,Cold Call,1,2024-10-24,No,No Response,No
A004912,L0581,Email,2,2024-09-07,No,No Response,No
A004913,L0581,LinkedIn,2,2024-10-11,Yes,Not Now,No
A004914,L0582,Email,1,2024-10-18,No,No Response,No
A004915,L0582,LinkedIn,1,2024-10-21,No,No Response,No
A004916,L0582,Cold Call,1,2024-09-18,No,No Response,No
A004917,L0582,Email,2,2024-09-12,No,No Response,No
A004918,L0582,LinkedIn,2,2024-10-08,No,No Response,No
A004919,L0582,Cold Call,2,2024-10-24,No,No Response,No
A004920,L0582,Email,3,2024-09-07,Yes,Interested,Yes
A004921,L0583,Email,1,2024-10-28,No,No Response,No
A004922,L0583,LinkedIn,1,2024-10-27,No,No Response,No
A004923,L0583,Cold Call,1,2024-10-12,No,No Response,No
A004924,L0583,Email,2,2024-10-06,No,No Response,No
A004925,L0583,LinkedIn,2,2024-09-06,No,No Response,No
A004926,L0583,Cold Call,2,2024-10-14,No,No Response,No
A004927,L0583,Email,3,2024-10-02,No,No Response,No
A004928,L0583,LinkedIn,3,2024-10-03,No,No Response,No
A004929,L0583,Cold Call,3,2024-09-15,No,No Response,No
A004930,L0583,Email,4,2024-10-08,No,No Response,No
A004931,L0583,LinkedIn,4,2024-10-25,No,No Response,No
A004932,L0583,Cold Call,4,2024-10-15,No,No Response,No
A004933,L0583,Email,5,2024-10-02,Yes,Not Now,No
A004934,L0584,Email,1,2024-10-08,No,No Response,No
A004935,L0584,LinkedIn,1,2024-09-09,Yes,Interested,No
A004936,L0585,Email,1,2024-09-30,No,No Response,No
A004937,L0585,LinkedIn,1,2024-09-16,No,No Response,No
A004938,L0585,Cold Call,1,2024-09-18,No,No Response,No
A004939,L0585,Email,2,2024-10-21,No,No Response,No
A004940,L0585,LinkedIn,2,2024-10-17,No,No Response,No
A004941,L0585,Cold Call,2,2024-09-26,No,No Response,No
A004942,L0585,Email,3,2024-10-18,Yes,Not Now,No
A004943,L0586,Email,1,2024-10-25,No,No Response,No
A004944,L0586,LinkedIn,1,2024-10-16,No,No Response,No
A004945,L0586,Cold Call,1,2024-09-12,No,No Response,No
A004946,L0586,Email,2,2024-10-12,No,No Response,No
A004947,L0586,LinkedIn,2,2024-09-27,No,No Response,No
A004948,L0586,Cold Call,2,2024-10-30,No,No Response,No
A004949,L0586,Email,3,2024-10-10,No,No Response,No
A004950,L0586,LinkedIn,3,2024-10-11,No,No Response,No
A004951,L0586,Cold Call,3,2024-09-17,Yes,Not Now,No
A004952,L0587,Email,1,2024-09-08,No,No Response,No
A004953,L0587,LinkedIn,1,2024-09-29,No,No Response,No
A004954,L0587,Cold Call,1,2024-10-08,No,No Response,No
A004955,L0587,Email,2,2024-09-30,Yes,Interested,Yes
A004956,L0588,Email,1,2024-10-15,No,No Response,No
A004957,L0588,LinkedIn,1,2024-09-03,No,No Response,No
A004958,L0588,Cold Call,1,2024-10-11,No,No Response,No
A004959,L0588,Email,2,2024-10-29,No,No Response,No
A004960,L0588,LinkedIn,2,2024-09-10,No,No Response,No
A004961,L0588,Cold Call,2,2024-10-19,No,No Response,No
A004962,L0588,Email,3,2024-10-22,No,No Response,No
A004963,L0588,LinkedIn,3,2024-09-09,No,No Response,No
A004964,L0588,Cold Call,3,2024-10-29,No,No Response,No
A004965,L0588,Email,4,2024-09-03,No,No Response,No
A004966,L0588,LinkedIn,4,2024-10-14,No,No Response,No
A004967,L0588,Cold Call,4,2024-10-19,No,No Response,No
A004968,L0588,Email,5,2024-10-21,No,No Response,No
A004969,L0588,LinkedIn,5,2024-09-20,No,No Response,No
A004970,L0588,Cold Call,5,2024-10-18,No,No Response,No
A004971,L0589,Email,1,2024-09-14,No,No Response,No
A004972,L0589,LinkedIn,1,2024-10-11,No,No Response,No
A004973,L0589,Cold Call,1,2024-09-20,No,No Response,No
A004974,L0589,Email,2,2024-09-17,Yes,Interested,No
A004975,L0590,Email,1,2024-10-20,No,No Response,No
A004976,L0590,LinkedIn,1,2024-09-25,No,No Response,No
A004977,L0590,Cold Call,1,2024-09-02,No,No Response,No
A004978,L0590,Email,2,2024-09-24,No,No Response,No
A004979,L0590,LinkedIn,2,2024-09-02,No,No Response,No
A004980,L0590,Cold Call,2,2024-09-27,No,No Response,No
A004981,L0590,Email,3,2024-10-13,No,No Response,No
A004982,L0590,LinkedIn,3,2024-10-21,No,No Response,No
A004983,L0590,Cold Call,3,2024-09-15,No,No Response,No
A004984,L0590,Email,4,2024-09-29,No,No Response,No
A004985,L0590,LinkedIn,4,2024-09-17,No,No Response,No
A004986,L0590,Cold Call,4,2024-09-04,Yes,Not Now,No
A004987,L0591,Email,1,2024-09-23,No,No Response,No
A004988,L0591,LinkedIn,1,2024-10-21,No,No Response,No
A004989,L0591,Cold Call,1,2024-09-15,No,No Response,No
A004990,L0591,Email,2,2024-09-21,No,No Response,No
A004991,L0591,LinkedIn,2,2024-10-22,No,No Response,No
A004992,L0591,Cold Call,2,2024-10-12,No,No Response,No
A004993,L0591,Email,3,2024-10-21,No,No Response,No
A004994,L0591,LinkedIn,3,2024-10-01,No,No Response,No
A004995,L0591,Cold Call,3,2024-10-13,No,No Response,No
A004996,L0591,Email,4,2024-09-25,No,No Response,No
A004997,L0591,LinkedIn,4,2024-10-10,No,No Response,No
A004998,L0591,Cold Call,4,2024-09-03,No,No Response,No
A004999,L0591,Email,5,2024-09-25,No,No Response,No
A005000,L0591,LinkedIn,5,2024-09-05,No,No Response,No
A005001,L0591,Cold Call,5,2024-10-02,Yes,Interested,No
A005002,L0592,Email,1,2024-10-19,No,No Response,No
A005003,L0592,LinkedIn,1,2024-09-15,No,No Response,No
A005004,L0592,Cold Call,1,2024-10-11,No,No Response,No
A005005,L0592,Email,2,2024-09-24,No,No Response,No
A005006,L0592,LinkedIn,2,2024-10-26,No,No Response,No
A005007,L0592,Cold Call,2,2024-10-02,No,No Response,No
A005008,L0592,Email,3,2024-09-08,No,No Response,No
A005009,L0592,LinkedIn,3,2024-09-07,No,No Response,No
A005010,L0592,Cold Call,3,2024-10-07,No,No Response,No
A005011,L0592,Email,4,2024-09-01,No,No Response,No
A005012,L0592,LinkedIn,4,2024-10-20,No,No Response,No
A005013,L0592,Cold Call,4,2024-10-22,No,No Response,No
A005014,L0592,Email,5,2024-09-13,No,No Response,No
A005015,L0592,LinkedIn,5,2024-10-23,No,No Response,No
A005016,L0592,Cold Call,5,2024-10-27,No,No Response,No
A005017,L0593,Email,1,2024-10-27,No,No Response,No
A005018,L0593,LinkedIn,1,2024-09-26,No,No Response,No
A005019,L0593,Cold Call,1,2024-10-30,No,No Response,No
A005020,L0593,Email,2,2024-10-30,No,No Response,No
A005021,L0593,LinkedIn,2,2024-10-18,No,No Response,No
A005022,L0593,Cold Call,2,2024-09-26,No,No Response,No
A005023,L0593,Email,3,2024-09-13,No,No Response,No
A005024,L0593,LinkedIn,3,2024-10-22,No,No Response,No
A005025,L0593,Cold Call,3,2024-09-05,No,No Response,No
A005026,L0593,Email,4,2024-09-01,No,No Response,No
A005027,L0593,LinkedIn,4,2024-09-05,No,No Response,No
A005028,L0593,Cold Call,4,2024-10-24,No,No Response,No
A005029,L0593,Email,5,2024-09-27,No,No Response,No
A005030,L0593,LinkedIn,5,2024-10-05,No,No Response,No
A005031,L0593,Cold Call,5,2024-10-22,No,No Response,No
A005032,L0594,Email,1,2024-10-26,No,No Response,No
A005033,L0594,LinkedIn,1,2024-09-18,No,No Response,No
A005034,L0594,Cold Call,1,2024-09-27,No,No Response,No
A005035,L0594,Email,2,2024-10-14,No,No Response,No
A005036,L0594,LinkedIn,2,2024-09-28,No,No Response,No
A005037,L0594,Cold Call,2,2024-10-29,No,No Response,No
A005038,L0594,Email,3,2024-09-09,No,No Response,No
A005039,L0594,LinkedIn,3,2024-09-09,No,No Response,No
A005040,L0594,Cold Call,3,2024-10-16,No,No Response,No
A005041,L0594,Email,4,2024-09-06,No,No Response,No
A005042,L0594,LinkedIn,4,2024-10-08,Yes,Not Now,No
A005043,L0595,Email,1,2024-09-12,No,No Response,No
A005044,L0595,LinkedIn,1,2024-10-14,No,No Response,No
A005045,L0595,Cold Call,1,2024-10-02,No,No Response,No
A005046,L0595,Email,2,2024-09-12,No,No Response,No
A005047,L0595,LinkedIn,2,2024-10-29,No,No Response,No
A005048,L0595,Cold Call,2,2024-09-08,No,No Response,No
A005049,L0595,Email,3,2024-10-23,No,No Response,No
A005050,L0595,LinkedIn,3,2024-10-02,No,No Response,No
A005051,L0595,Cold Call,3,2024-09-02,Yes,Interested,No
A005052,L0596,Email,1,2024-10-02,No,No Response,No
A005053,L0596,LinkedIn,1,2024-10-12,No,No Response,No
A005054,L0596,Cold Call,1,2024-09-05,No,No Response,No
A005055,L0596,Email,2,2024-09-28,No,No Response,No
A005056,L0596,LinkedIn,2,2024-10-31,No,No Response,No
A005057,L0596,Cold Call,2,2024-10-03,No,No Response,No
A005058,L0596,Email,3,2024-10-28,No,No Response,No
A005059,L0596,LinkedIn,3,2024-10-09,Yes,Interested,Yes
A005060,L0597,Email,1,2024-10-18,Yes,Interested,Yes
A005061,L0598,Email,1,2024-10-26,No,No Response,No
A005062,L0598,LinkedIn,1,2024-10-10,No,No Response,No
A005063,L0598,Cold Call,1,2024-09-22,No,No Response,No
A005064,L0598,Email,2,2024-10-22,No,No Response,No
A005065,L0598,LinkedIn,2,2024-10-28,No,No Response,No
A005066,L0598,Cold Call,2,2024-10-16,Yes,Interested,No
A005067,L0599,Email,1,2024-09-15,No,No Response,No
A005068,L0599,LinkedIn,1,2024-10-25,No,No Response,No
A005069,L0599,Cold Call,1,2024-09-01,No,No Response,No
A005070,L0599,Email,2,2024-10-11,No,No Response,No
A005071,L0599,LinkedIn,2,2024-09-17,Yes,Not Now,No
A005072,L0600,Email,1,2024-10-29,No,No Response,No
A005073,L0600,LinkedIn,1,2024-09-12,No,No Response,No
A005074,L0600,Cold Call,1,2024-10-12,No,No Response,No
A005075,L0600,Email,2,2024-09-05,No,No Response,No
A005076,L0600,LinkedIn,2,2024-10-26,No,No Response,No
A005077,L0600,Cold Call,2,2024-10-25,No,No Response,No
